tenure,deposit,turnover,withdrawal,deposit_next
0,22.93,85.07,0,0
5805,664789.85,1978480.48,572338.86,2054.25
531,227.82,269.97,341.73,0
1558,127.36,230.28,0,0
1285,3286.84,13067.34,1592.63,267.02
1602,3574.6,19519.7,232.91,0
2,46.49,935.4,0,351.27
2393,1234.81,6507.42,241.48,0
5635,4667.95,0,3475.99,0
2884,4922.53,20039.78,5732.66,117.63
879,6513.19,40591.92,3358.37,0
0,56.09,0,56.09,0
3605,2898.1,10435.58,1758.54,22.98
7,46.17,46.17,0,0
15,173.32,580.98,246.04,767.73
3476,2398.5,21117.1,295.44,0
1348,232.22,789.97,209.22,0
0,93.68,574.72,187.36,491.82
292,136.03,559.99,0,0
304,836.57,4121.66,1639.37,758.75
5,2754.1,4123.47,1376.73,0
73,34.46,59.74,0,0
73,94.81,663.41,0,0
4661,1380.93,8698.34,91.35,0
6049,463361.18,1859555.01,331676.67,1997.06
1176,1320.81,5561.36,709.55,0
1127,386,724.2,0,0
0,668.79,0,668.79,0
0,59.36,121.09,0,0
0,289.24,479.42,0,1494.24
226,1167.02,2989.71,687.84,0
324,39126.49,528746.94,33460.84,0
338,6383.46,48079.61,2700.37,6034.76
1492,269.62,2133.59,92.3,0
12,4135.09,4273.23,0,0
2303,24.2,38.38,0,0
141,978.19,11782.78,335.84,1215.16
7,93.85,374.27,58.67,0
73,69.05,1525.39,0,0
73,23.95,191.37,0,0
528,55.9,136.99,0,0
2663,10101.95,41206.24,5602.11,306.97
1346,2608.23,7383.35,920.21,0
2003,1077.78,38682.84,1488.51,48.26
7,293.35,692.86,0,23.2
582,125.45,799.03,0,0
1587,23.3,30.58,0,0
1149,418.08,1077.53,142.72,0
971,712.28,22193.32,956.73,0
10,23.48,36.86,0,0
3018,289.7,573.57,129.66,0
1531,51104.97,335367.84,47379.78,651.71
12,129.43,164.32,47.21,0
2261,1463.39,15510.47,1424.93,0
0,35.6,35.6,0,0
5294,23266.08,98130.21,12987.36,0
141,130.25,170.1,0,144.8
226,2735.67,2742.11,2079.06,0
553,1891.65,36321.27,623.15,0
83,253.79,1360.87,263.74,326.33
1641,47.42,56.9,0,0
2578,34693.9,133927.88,28898.96,212.47
1762,117.73,297.73,0,0
314,15282.9,80757.31,10924.01,2192.25
2096,69.36,409.44,0,0
3819,7515.36,552022.37,12791.45,0
107,2262.12,8968.18,0,0
5788,3977.91,17546.28,2501.61,1086.62
1811,59.88,57.49,0,131.86
7,70.36,217.43,0,147.33
2196,342.58,705.73,621.33,0
105,1213.19,5291.91,701.39,1313.14
219,133.43,782.97,0,0
248,69.51,212.42,164.1,0
2909,9676.84,21537.83,6300.17,760.04
3486,23.7,87.67,0,0
19,281.75,1168.56,0,1805.72
75,338.79,901.71,278.21,0
781,2152.24,7799.26,808.54,565.68
2970,133.92,293.93,0,0
1183,407.51,1489.75,0,0
820,19276.64,50961.88,22714.84,0
4148,74242.38,319231.45,52259.99,0
0,23.21,209.78,46.41,0
3447,2000.96,12676.89,477,0
942,6643.44,42259.48,3498.84,572.54
5818,249618.25,1341528.21,239860.27,0
2186,23.72,23.72,0,0
73,23.22,75.01,0,0
5450,8182.14,11825.04,4609.3,0
73,23.66,223.26,0,0
767,686.28,8749.98,757.06,0
224,708.02,2895.14,0,0
2965,2163.86,9954.33,0,1010.98
7173,5602.07,22280.12,5491.67,70.62
5360,356.12,348.21,473.83,0
4381,138477.51,662219.72,64121.57,0
219,117.22,365.97,0,0
489,18449.24,134345.71,4085.29,3362.59
1682,23.94,28.73,0,0
17,216.45,356.13,0,144.92
2088,290.54,290.54,245.06,102.59
222,23.36,25.22,102.53,0
5652,5712.25,56167.07,3300.62,0
4223,1663.07,7600.43,946,0
1013,2147.99,15485.81,3066.55,227.43
73,183.21,773.8,0,0
930,2971.75,13482.27,2025.04,0
0,45.12,137.24,0,0
234,2034.34,2715.62,3186.8,0
6540,949.8,3004.68,0,0
6076,87.08,0,87.08,0
5703,73.95,256.25,117.58,0
1319,810.69,6598.25,418.08,72.43
27,141.22,524.6,117.48,59.75
6460,33419.14,112557.65,25616.56,378.44
1538,52154.7,243374.66,29015.7,1959.37
4953,4905.18,23125.12,13381.19,68.34
219,23.34,70.95,0,0
15,2085.2,19102.35,1841.29,601.13
4430,2252.75,13658.57,1273.08,201.78
12,447.32,2629.77,118.26,70.76
3089,4541.94,40405.86,5826.84,0
2865,8525.76,80889.47,4994.72,274.97
857,265.37,1345.78,0,0
251,864.88,2736.79,3002.6,0
73,691.5,691.5,0,0
2843,465.25,1630.74,0,0
3269,12060.24,51434.43,6758.28,1898.42
49,22.91,50.4,0,0
124,2367.09,11388.11,0,0
3016,18693.49,94890.49,9970.16,34.64
1580,882.87,5150.44,507,0
2086,1429.6,1070.81,1180.08,0
0,80.18,950.75,0,0
95,1130.18,2984.96,731.17,1510.35
41,329.55,1325.07,227.13,69.74
3211,4166.02,32910.74,2358.2,44.7
222,70.23,129.69,0,0
1572,5499.61,6858.72,4530.67,0
3004,433.36,1948.79,341.66,45.79
701,406.27,3800.17,1370.83,0
2441,1253.56,5204.45,1091.14,194.88
3486,8387.2,101110.87,3601.64,1028.01
3169,1724.08,6855.41,5899.02,0
3201,27448.87,125521.79,25487.66,373.15
236,764.95,7224.42,0,0
0,116.79,940.78,0,117.81
105,47.11,132.42,47.4,23.76
1565,921.67,1273.79,1229.55,0
3595,23.2,26.91,0,0
58,5154.68,134777.92,4155.47,1370
0,69.35,0,69.35,0
6750,341895.24,4160604.2,283288.61,700.11
5530,1555.62,0,689.62,0
78,1474.96,4503.43,1914.9,1035.4
1772,369.12,1527.78,138.56,0
3576,1589.47,16692.48,948.34,907.97
3972,13385.62,122999.77,5588.08,70.27
219,46.68,18.67,0,0
2,23.8,23.8,0,0
1083,1565.68,11173.18,466.72,0
1789,282.19,4078.15,0,0
1563,1226.99,5244.95,2493.8,506.97
492,8644.49,30258.95,6923.11,1645.28
7,286.33,0,286.33,286.35
1572,52418.68,191870.1,46989.99,0
1239,47.24,64.16,0,0
19,35.12,69.31,0,0
2495,52646.68,1210276.03,16208.94,0
1813,283.07,1405.42,118.61,0
4510,1672.74,15951.84,132.94,0
2390,1461.46,4520.8,1764.1,1913.23
4445,16528.79,203230.79,6567.75,0
1631,261.11,509.12,0,0
273,45.36,155.25,0,0
224,226.85,679.85,0,0
29,69.49,237.19,0,0
6258,2021.21,11490.67,2244.04,0
5116,1892.39,10632.25,2558.78,0
1886,20306.03,66329.72,9958.09,0
1125,23.74,29.67,0,0
2514,3441.4,11967.54,6245.03,1491.36
1295,104.73,814.71,47.96,0
73,23.16,73.19,0,0
265,545.81,0,545.81,0
4272,109285.71,727772.12,79713.64,3768.85
3624,173.47,308.1,0,0
1137,2784.35,11784.46,1725.1,22.27
5192,734.47,1357.24,0,0
73,35.03,94.78,0,0
867,46.5,295.25,0,0
5859,29326.07,140616.87,12578.94,200.38
7,190.89,1099.24,190.98,0
5061,1795.03,4296.21,161.58,0
0,47.51,17.22,47.51,0
73,47.29,126.74,68.57,0
2140,1641.83,13222.56,794.51,0
7,344.8,5698.12,767.47,46.94
219,35.38,47.17,0,0
1699,17940.6,115828.83,16043.96,1893.42
263,7109.06,26094.85,3144.03,2598.39
1426,3171.83,33603.48,516.85,406.7
426,2594.58,22948.49,1588.72,0
0,23.67,67.8,0,0
1258,1628.99,8439.45,1151.49,178.57
3157,370.25,1178.39,149.04,71.99
2704,11109.01,132945.21,7060.83,120.43
2789,2460.31,27049.48,0,0
0,143.81,284.74,0,0
2887,23.52,39.52,0,0
222,1673.25,4154.28,6210.69,0
122,470.83,1303.8,0,0
3449,296.73,462.17,71.18,0
2792,6692.79,20190.79,5843.9,0
0,36.16,90.39,0,23.92
920,636.27,2359.79,115.41,0
73,55.73,11.15,51.27,0
39,130.03,683.44,0,0
514,83.09,285.98,0,0
326,16886.11,101315.91,9755.79,928.05
5852,10074.44,7776.21,9812.67,142.01
0,193.7,602.9,550.85,0
1502,249.41,432.33,158,23.19
1502,1002.25,6015.86,653.91,0
168,3697.81,25323.52,3845.97,2506.43
1974,47.75,1335.31,0,0
3281,3076.92,20879.52,4217.79,0
136,152.77,575.55,149.27,48.43
3486,361,1474.07,0,2645.68
2855,4399.09,43073.06,4026.05,46.93
6553,12994.97,40502.83,1113.2,0
1585,3550.49,29145.3,3601.07,485.23
4975,252.01,468.76,0,0
7,209.01,1450.76,232.41,374.17
3388,801.35,6046.56,621.45,23.28
4858,2533.18,22003.85,686.43,0
1692,284.78,310.89,0,0
4927,10062.63,53106.86,6867.98,0
2154,332.49,453.24,0,0
0,714.84,1675.81,0,0
2456,126.5,177.61,0,0
1278,62157.96,107478.3,49781.03,0
3371,4349.27,18678.39,7454.87,527.33
229,1580.63,2734.33,822.26,0
173,4703.29,27322.18,0,34.75
1093,153.72,370.45,0,0
5,318.21,1276.48,1180.49,0
226,1015.47,2711.39,1686.48,0
2568,1300.53,10426.83,3055.16,0
0,23.29,0,0,0
29,114.97,559.32,276.04,93.28
268,106.44,562.93,130.09,118.71
1723,46.59,53.81,0,0
2176,6624.53,34632.82,12478.59,0
472,500.84,1805.26,115.64,0
5353,170.16,744.68,0,0
73,57.57,114.46,0,0
0,35.89,0,0,23.74
2524,534.87,1470.59,669.97,492.54
5759,27661.67,195678.28,9122.29,0
58,324.2,2127.21,0,128.81
219,23.51,85.57,0,0
2222,839.62,5781,515.4,0
570,344.2,29768.5,0,0
12,22.29,188.82,0,23.34
1039,455.15,455.15,0,0
4956,23.36,28.03,0,0
0,58.43,160.56,0,2092.14
0,23.2,0,0,0
4265,9330.49,78792.02,8133.8,145.75
0,48.28,229.32,107.18,23.99
4566,294.04,1113.69,392.9,57.55
1475,154.41,465.9,0,1008.84
1120,373.18,2739.27,0,0
5092,16821.52,85823.68,14238.59,571.93
217,5948.97,42364.15,4236.24,3852.23
2634,5846.58,39144.98,2517.06,1109.58
1397,54899.08,537284.53,17177.06,0
6192,9053.11,29923.47,4166.68,228.73
314,185.46,456.27,0,103.9
859,1204.49,10565.19,112.62,0
209,183.43,589.35,0,0
385,399.28,1090.58,0,292.29
2527,386.71,2567.39,1097.87,0
1874,1053.58,2031.84,771.34,76.33
370,926.44,15134.83,0,0
2405,9381.59,58409.72,4708.66,0
32,23.93,71.08,0,0
6012,130518.39,435896.5,124586.33,2606.07
219,56.28,694.28,0,0
4820,1439.67,6955.74,2845.3,0
4335,42131.49,111524.7,36891.62,0
7095,108767.62,537276.27,107865.52,5734.03
6192,135447.91,609534.37,82174.38,662.47
5258,2885.23,24338.99,2562.68,0
4737,25415.85,114319.77,21144.25,0
3556,23.03,57.26,0,0
15,1340.61,3217.42,1163.05,0
2,251.58,1352.47,902.19,0
1290,217.02,616.23,58.04,0
611,46.19,159.15,0,0
219,114.02,114.02,618.9,0
1059,33343.84,103594.95,11743.26,1231.17
762,4259.96,61475.73,3389.12,0
148,222.81,1877.02,0,69.17
2,72.34,72.34,0,0
7,103.94,314.7,0,0
56,47.85,47.75,0,0
1592,329.05,645.11,545.44,0
4184,23.97,33.32,0,0
1317,778.97,1681.03,1041.39,0
2376,23247.99,74521.52,29835.22,421.93
6910,121.71,243.41,0,0
73,69.69,112.43,0,0
2283,218.86,999.09,0,0
372,45.21,64.8,0,0
0,705.94,1594.01,0,0
1456,5084.98,20670.93,2380.5,206.57
4700,266.99,279.37,292.85,0
2587,9012.15,80849.4,1874.06,0
4715,152.43,414.12,179.63,0
0,23.16,13.9,0,0
623,114.59,412.71,0,0
2828,85630.64,517828.42,62725.44,373.4
2437,546.48,4595.56,458.38,0
24,184.41,355.29,139.19,111.64
41,663.32,3828.95,412.37,751.15
0,69.55,339.39,0,886.06
414,1895.84,8391.59,1182.74,641.4
516,2828.76,6698.95,2072.78,232.41
1908,530.27,1562.72,190.23,0
5598,82256.63,242634.74,64740.47,300.36
1142,208.98,520.35,0,0
0,46.84,109.61,0,0
1151,2020.55,20951.7,6344.51,346.65
1064,1049.06,2252.89,796.1,141.05
107,252.44,1448.21,0,0
2079,352.27,1341.91,94.05,0
83,69.46,334.16,46.49,0
5126,121288.75,1219717.91,71207.91,1340.74
183,1137.14,8730.35,227.8,23.34
944,151.59,532.72,0,0
2604,2407.32,17778.78,1106.15,113.96
1285,1751.98,11253.39,6446.05,0
105,1636.78,9740.93,2768.22,340.94
3245,1404.23,7043.1,0,0
0,526.93,1447.86,0,0
4542,11111.29,36267.42,7003.09,299.36
1718,233609.33,565521.85,211261.93,3616.06
1519,4605.07,24150.43,5233.1,1467.51
385,4264.98,106723.67,93.23,1888.81
4764,1723.89,11389.83,71.15,0
6114,79879.79,341839.69,42729.48,0
1753,448.69,1552.78,0,0
1643,3044.83,3144.56,2970.29,0
4464,1339.15,8476,1314.03,0
4488,5880.28,8937.16,7429.84,0
4513,15374.46,139954.05,11642.73,235.61
7137,352.35,766.94,0,822.64
4501,12244.05,43034.8,12809.16,0
2,95.52,121.37,0,119.16
3525,72.43,173.6,0,0
0,23.77,116.24,0,0
3315,119851.79,1182564.52,63128.54,0
73,88.8,239.99,0,0
0,21.75,0,0,0
0,1205.37,3766.06,0,0
888,2730.88,29799.74,1780.77,0
674,447.62,4721.93,0,130.77
7590,7773.55,66429.3,4132.62,70.62
1568,2218.26,14254.5,1711.3,72.51
3135,14432.76,84133.46,9377.13,0
1017,5280.7,37047.77,2025.11,0
127,29422.47,123055.47,31118.69,5899.06
73,23.31,49.06,0,0
5572,24266.61,134559.65,9689.51,875.18
1675,23.83,42.89,0,0
3281,3626.01,11908.52,2568.24,0
173,336.75,772.75,767.06,180.97
1178,4099.24,21548.4,4587.84,0
1694,212.82,775.07,0,0
258,4152.33,4152.33,691.81,0
3822,1037.6,6367.03,1334.3,0
3432,25539.38,169474.05,17760.03,1616.33
1882,258.54,2051.17,186.02,0
1743,256.07,676.65,0,0
219,22.58,28,0,0
5331,24750.85,188451.42,24043.64,95.58
219,45.52,64.41,0,0
4004,2167.25,14881.66,1513.77,0
0,35.73,58.13,0,0
626,449.33,2767.2,0,0
2015,4100.77,12100.1,3561.76,262.98
0,433.86,626.69,0,0
5114,904.94,7026.84,0,0
438,1094.32,4357.66,879.02,188.67
0,134.3,0,134.3,0
3822,169.55,994.15,1267.46,0
5978,5218.54,3834.37,0,1175.61
1641,1525.39,18290.82,403.59,0
2687,573.35,1876.43,0,249.19
3142,25.27,27.29,0,0
1285,213.03,1388.8,0,0
173,11626.71,51364.42,11885.57,4931.25
6460,4164.28,17538.23,991.72,0
1921,2533.01,13348.36,3701.59,0
2042,626.72,4067.78,1395.53,0
2906,18193.84,101829.1,13134.06,628.19
0,44.67,125.07,0,0
677,34927.72,153273.7,16527.45,3867.97
3537,2005.3,14898.4,1389.28,0
5258,263429.12,842054.37,238028.15,1396.05
2067,7063.33,32357.84,6722,375.35
1327,92.6,228.94,0,0
73,3536.12,4098.33,2342.57,0
270,34.21,335.22,0,0
2794,42901.02,186743.95,31676.63,2738.25
1370,10028.22,43423.84,11479.65,0
4294,66283.04,775563.97,44135.78,1957.51
1293,230.94,446.95,0,45.41
1073,12206.23,73214.84,8268.85,3281.32
1110,93.91,317.67,0,0
224,45.37,386.27,0,0
1076,690.92,8820.19,696.06,216.28
4820,4938.06,30616.13,2765.23,70.98
1706,71.13,2066.12,0,0
818,9871.19,49409.98,6181.52,1558.43
112,177.16,390.82,0,0
1404,69.72,1307.33,69.72,232.32
2385,1789.59,10132.17,378.64,46.97
7266,69599.97,414964.88,46030.89,4471.84
355,1668.61,24001.81,2926.65,0
105,5461.66,43312.11,3954.74,3286.75
6808,4981.63,9974.75,1814.67,45.79
2244,645.53,2875.63,224.6,0
3683,715.89,1386.35,1673.26,713.55
15,36.17,36.14,0,108.64
2563,11999.69,81411.7,3348.98,4789.91
0,134.33,168.81,0,0
1913,6737.98,24473.4,6629.13,119.13
1005,23.11,104,0,0
10,2733.85,3107.21,0,0
219,65.3,216.9,0,0
1178,68.43,405.8,45.62,0
1918,99.86,111.43,0,0
1224,6765.7,40648.81,3946.74,137.55
78,2308.91,4147.61,2410.56,0
2648,1455.41,1650.31,2145.47,0
246,471.34,2416.51,282.46,779.06
472,1292.56,5614.72,565.37,493.69
5250,184.67,0.93,105.4,0
0,115.43,115.43,0,0
178,705.88,2440.57,1110.46,0
6723,3722.39,6399.1,6602.68,0
1645,469.21,1526.91,135.09,23.92
219,69.08,1004.45,0,0
2069,13608.73,81636.05,6024.5,157.49
239,4156.33,4563.13,302.78,0
3454,168629.5,1060496.69,134095.45,1074.86
1105,109535.15,916542.29,66025.19,946.47
6436,184271.37,1296060.25,140008.87,1855.36
0,92.26,476.54,0,185.57
2,34.36,122.49,0,0
1027,1251.71,8186.1,0,706
0,2014.52,27332.16,0,0
1034,134504.5,1291782.28,130182.83,15672.71
5530,35019.15,242041.62,30159.41,109.47
231,56.53,152.63,0,0
5226,39.24,54.94,0,0
0,46.14,129.76,0,46.46
2337,96.88,214.34,0,0
0,70.83,1527.79,59.02,201.05
628,25658.69,252698.93,16450.87,7765.79
2687,2611.98,17117.62,928.25,44.4
596,1016.47,19944.69,458.19,0
2789,674.32,1740.8,0,0
1013,33602.51,161210.01,26818.75,1469.48
3013,2565.31,6788.72,2345.22,0
219,46.98,103.36,0,0
6803,3437.88,15167.49,1671.05,0
6015,4215.8,40207.36,281.86,0
0,806.56,806.56,0,0
1616,315006.99,2118503.14,347765.76,0
2186,6293.36,35416.31,4363.5,197.2
1816,816.49,1988.09,178.1,48.21
6287,79282.86,360640.16,80309.31,0
1821,562.61,5216.79,473.05,493.08
5625,859.92,7480.58,656.11,45.55
2772,913.7,2718.02,472.33,1724.33
4184,1187.59,7240.77,948.27,0
3466,11709.31,69019.62,8737.76,0
114,4917.45,63760.05,3509.86,0
0,304.46,545.68,0,0
3493,6148.06,45363.25,3766.85,118.93
1227,101580.46,340468.07,101998.69,7562.3
197,114.02,134.77,638.51,0
1633,23.75,23.75,0,0
1229,196.6,398.65,68.94,23.54
1726,9334.39,32087.2,7632.51,0
2531,2446.02,45878.64,0,0
511,16597.84,37375.64,459.6,0
222,2621.61,19142.76,1253.85,0
2699,20032.86,139224.83,11966.97,1267.82
4953,72583.58,332695.48,15645.64,11628.27
2641,2496.48,18837.89,142.75,0
0,36.17,40.15,0,0
5494,825.31,1634.62,432.86,2737.05
92,1928.34,18720.51,2383.14,475.11
501,169.44,2462.56,807.58,22.67
2106,28796.66,104859.53,27666.99,1178.14
441,732.14,2850.73,1788.34,0
3371,290.99,1449.68,201.43,0
0,95.17,608.58,616.43,143.12
73,70.25,284.06,0,0
110,3898.96,26131.26,1122.36,0
219,45.51,91.59,0,0
341,759.64,2613.53,1440.71,0
219,45.74,792.63,0,0
4498,10944.54,73308.45,4649.79,0
0,234.42,483.38,117.21,344.94
2,144.68,1450.83,0,143.54
73,33.53,234.68,0,0
178,335.27,11161.47,0,93.95
947,93.9,313.53,91.74,0
6168,3109.93,3778.31,1701.25,0
601,31510.03,185997.25,27333.27,5734.61
19,179.17,603.42,89.67,224.65
5411,49871.3,336323.73,35507.21,0
219,22.38,95.41,0,0
5413,361.1,1223.29,0,0
54,2126.96,19723.3,1702.34,114.66
7,46.72,0,46.72,0
1409,43252.06,120182.49,28443,0
187,68.87,167.46,0,0
881,22.84,56.65,0,0
4014,12576.96,65182.28,11881.06,23.06
1098,617.65,4945.26,2130.5,0
5949,295.77,1352.67,59.95,0
1903,5410.32,21962.08,4511.32,992.69
1266,102.54,214.83,0,0
4520,2901.18,8817.1,2776.99,142.63
4148,10072.15,194480.27,6096.43,0
122,5496.97,22219.41,2044.95,3248.75
1563,2203.02,9559.26,1408.49,0
4170,512.69,2300.67,305.18,0
1348,286.14,2189.96,0,0
3125,125744.99,966546.98,101907.53,1807.42
73,111.47,213.12,446.09,0
222,2738.15,2738.15,684.12,0
2977,21162.66,90215.11,20518.33,0
6981,228241.19,709601.21,271300.32,13726.57
5620,80475.67,375524.71,77491.63,81.9
219,35.23,46.97,0,0
913,6775.12,83125.54,4052.75,1883.5
3588,234429.6,673768.7,153501.18,2675.4
58,755.89,611.19,0,0
983,22.7,39.84,0,0
4571,4848.11,27097.91,2970.97,0
577,1640.75,6816.16,1525.47,0
1419,414.22,1591.4,843.57,0
5742,427.4,1191.29,0,0
122,287.15,683.84,271.88,48.45
75,161.6,442.12,0,0
3576,17610.98,63039.44,9788.54,0
6565,23629.95,220753.49,28987.16,55.31
1611,23.26,38.32,0,0
54,23.73,60.63,47.46,0
0,93.7,115.37,0,46.96
3907,1262.73,5729.67,2286.11,0
1093,1638.16,1638.16,0,0
75,70.2,316.68,397.15,0
34,232.1,1889.89,0,309.38
287,2354.43,4714.08,691.52,0
1633,1654.07,6952.85,721.21,0
735,432.27,4282.9,48.87,706.89
5,313.66,904.32,70.94,0
0,71.23,293.82,166.2,0
6913,20801.76,129287.68,10382.48,0
7156,711283.55,3104749.08,456543.97,8526.2
83,135.99,4464.12,223.5,0
73,929.85,14011.71,2092.17,0
1728,14547.61,58947.35,12559.04,1521.43
2235,33.14,193.54,0,58.11
6297,50762.66,284221.46,51425.74,1492.87
219,22.9,22.9,0,0
913,46.6,0,46.6,819.49
2807,7327.56,54325.3,11713.69,0
1234,3090.51,13034.32,1600.81,34.45
3396,2886.38,9562.42,11013.65,578.96
1972,354.87,1041.26,187.92,0
127,701.1,1881.53,559.26,24.1
1602,116.76,122.93,0,0
4608,5124.58,34420.04,2189.28,0
241,3532.05,17431.81,2115.08,0
2626,3083.35,12062.78,3683.74,70.14
884,1784.23,5468.96,0,0
0,275.09,1523.3,0,616.74
7548,186.98,100.7,0,0
1628,260.9,546.21,0,0
7670,941.08,4318.22,1189.13,0
957,38456.56,379102.02,29350.83,4989.57
1709,498.21,1259.8,291.12,0
29,71.35,462.83,47.46,83.6
2,213.53,448.93,94.87,239.23
1796,662.22,1113.24,990.14,0
24,2071.98,16388.52,575.69,263.9
2320,7507.08,58691.44,5766.58,0
219,46.83,11.24,47.06,0
219,23.03,29.02,0,0
0,43.57,0,43.57,0
794,694.95,2150.03,1145.47,0
4067,9263.33,66130.11,4887.71,188.25
219,22.49,22.49,0,0
0,459.76,717.68,0,0
73,94.65,616.9,0,387.49
6034,1012.35,4440,162.69,0
4294,35.66,43.26,0,0
92,943.61,4351.28,441.43,432.87
893,621.77,3247.88,230.84,0
2668,6017.37,17411.57,8388.46,0
219,919.02,2125.35,0,0
2,70.37,214.85,0,823.44
2936,12783.87,42809.42,11853.37,242.88
1159,6035.6,50243.61,10127.67,835.12
450,102.53,809.49,0,0
2125,58318.78,492207.75,46512.29,11546.77
29,141.9,5463.71,188.04,69.76
2804,53584.73,218067.48,45511.8,3267.58
73,23.05,23.05,0,0
3398,1161.74,6708.96,793.18,0
4523,22544.97,135163.42,3278.97,0
0,35.69,35.69,0,0
10,690.35,856.19,0,866.03
73,234.15,378.39,0,0
6248,48.38,126.52,0,0
2115,284.73,1167,0,0
2057,6006.96,14598.5,7806.9,3002.57
4357,8207.51,34981.26,4678.05,0
1648,92.26,141.38,0,0
589,597.62,789.08,430.29,45.79
3997,44553.45,517152.75,31256.59,8826.45
10,1068.95,3096.52,896.45,2937.25
1202,8805.32,52081.79,5609.3,0
268,1676.88,3927.9,3569.46,0
3629,2534.01,14015.79,3384.64,0
3982,14111.14,75883.87,12139.18,359.04
73,69.73,168.29,0,0
3386,1442.96,15868.79,1069.95,0
2921,1359.6,7466.26,0,0
153,11778.1,81848.34,2371.55,2117.22
4630,67870.79,419044.54,55677.68,0
3736,594.92,1581.31,0,0
2602,4473.97,19569.09,7659.69,0
1086,2611.4,10516.46,8491.82,367.2
1770,11649.4,26993.34,6159.39,844.83
6923,27450.3,25884.46,16470.44,23.12
4284,5059.91,46304.94,3710.32,72.43
7826,28820.04,105910.21,20304.48,922.25
2,48.38,48.38,0,48.51
5309,2462.42,10524,0,0
1139,13426.92,72701.82,4171.28,283.08
1258,102.67,80.46,55.5,0
0,23.74,216.53,0,0
0,23.98,0,62.35,0
6407,156280.44,1555198.22,81646.13,2979.17
1526,1019.32,2735.5,973.24,0
5238,303.23,373.92,45.48,0
0,68.43,295.85,0,91.95
0,22.98,24.36,0,0
168,2661.47,11958.36,4204.7,288.84
226,689.54,4820.71,2475.23,0
1112,1856.51,4083.64,1449.67,2408.81
136,7300.02,44472.16,2063.06,982.98
2880,5358.31,72683.32,0,0
222,446.86,446.86,0,0
1772,911.78,2642.72,849.03,228.83
1570,24255.79,73986.46,18008.66,552.51
7,209.32,1056.59,0,913.84
996,26526.76,185291.87,15615.85,0
6093,1839.57,20969.76,3145.08,723.9
134,453.5,2637.22,1884.9,0
1942,1113.37,30377.24,348.14,0
1709,2976.54,13455.27,1796.7,179.24
129,215.69,484.75,141.87,35.21
1760,3149.94,30090.45,1330.6,1074.95
7,1122.78,1402.95,1134.49,1264.37
3731,51.59,82.16,0,0
129,3528.58,19009.47,0,587.88
4401,1068.18,3838.18,384.44,33.99
1794,8462.86,25805.26,4923.65,3691.81
112,23.56,0,47.92,0
755,5424.39,80918.81,7202.47,0
4671,28680.69,134437.56,42426.35,0
2052,20707.31,70232.5,18346.23,236.65
6419,2667.61,23703.25,0,0
1190,952.35,8494.73,1420.62,0
3240,824.61,2677.86,426.36,0
2875,1503.72,15031.87,1689.18,798.32
2734,74279.37,1341007.88,7590.88,0
1112,70.62,70.62,0,78.28
2093,8162.01,19397.78,11279.23,1177.43
2144,101.7,101.7,223.75,0
219,45.82,9.16,45.82,0
2875,198.61,616.65,301.82,0
0,95.93,969.96,0,0
2412,1443.97,5424.34,923.81,0
1641,8922.46,40742.7,5720.65,1499.53
1205,458.06,2076.86,0,0
2395,962.46,962.46,0,0
876,10230.91,28646.99,6594.63,398.19
141,1376.18,11383.72,0,0
7499,13773.5,56143.05,6740.96,164.24
2877,6023.43,7802.57,5715.63,46.24
1799,5500.61,14816.54,3286.14,323.18
896,4137.41,16678.3,4865.59,23.42
1531,6047.67,27540.41,8669.23,660.82
5803,541.73,126.6,1278.97,0
1254,137.5,249.22,0,0
0,36.21,74.83,0,0
7,391.74,2964.89,474.84,214.35
1151,1526.72,5605.89,735.57,0
803,2148.01,7215.86,1964.59,1178.05
73,113.71,662.93,136.45,0
1614,89411.77,188077.92,58212.98,0
34,216.5,494.68,0,681.57
73,26.87,94.93,0,0
73,71.1,168.5,0,0
738,3535.86,47625.88,2830.66,712.5
2612,441.65,1925.06,373.57,0
3240,107.19,1409.59,50.36,0
6930,183951.16,1108216.33,135489,2019.91
2213,4109.62,34538.88,1757.79,0
0,34.65,55.43,0,0
85,721.08,1757.68,0,703.9
6662,1671.99,10046.54,1463.81,0
243,494.57,5285.29,1178.12,71.47
1419,6672.27,25899.58,4975.91,118.23
4854,316.44,5114.49,0,0
1232,47.54,64.28,356.39,0
139,3716.04,50507.1,2913.43,0
1945,958.3,5470.82,0,0
4603,37693.72,238568.45,26420.09,464.65
6331,57.27,103.64,0,576.95
1660,186.23,860.82,0,125.6
73,70.81,288.42,118.01,0
1363,1865.5,24937.9,2740.33,0
1628,8933.75,70019.69,7781.31,651.39
73,35.87,98.04,0,0
1509,298.72,302.77,0,0
4671,42964.01,112634.37,30423.32,3317.17
2982,74,150.85,0,0
1015,337.41,608.46,0,0
12,1409.96,3459.35,469.52,5618.37
4476,179090.18,1355270.43,124438.52,614.53
4666,103776.34,2357130.05,55301.3,1313.92
3904,1708.79,6533.15,1313.92,105.8
7,1393.09,1393.09,231.21,0
1273,33990.37,237582.51,46403.09,46.1
219,35.06,553.9,0,0
4532,1099.22,19352.24,114.81,201.83
73,35.49,99.39,0,0
1697,689.61,6923.76,1102.53,0
1889,230.66,2305.33,0,0
3994,74.8,169.8,0,0
2213,23686.31,159993.31,14214.54,3691.63
